"PEP"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"	"C1"	"C2"	"C3"	"D1"	"D2"	"D3"
"HPRR4350072"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR4350081"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR4350096"	1	1	1	1	1	1	0	0	0	0	0.9973	0
"HPRR4370542"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR4390277"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR4390367"	0.9584	0.8778	1	1	1	1	1	1	1	0	0	0
"HPRR4420016"	0.9991	0.9991	0.999	1	1	1	1	1	1	0	0	0
"HPRR4420088"	1	1	1	0	0	1	1	1	1	0	0	0
"HPRR4420246"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR4420307"	1	0.9945	1	1	1	1	1	1	1	0	0	0
"HPRR4430109"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR4440122"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR4440366"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4450069"	0.9985	0.9986	0.9987	1	1	1	1	1	1	0	0	0
"HPRR4450234"	1	0.8589	1	0	0	0	1	1	1	0	0	0
"HPRR4460007"	1	1	1	0	0	0	1	1	1	0	0	0
"HPRR4470196"	0.999	0.9991	0.9989	1	1	1	1	1	1	0	0	0
"HPRR4470205"	0.9999	1	1	1	1	1	1	1	1	0	0	0
"HPRR4470317"	0.9996	0.9998	1	0.9999	1	1	0	0	0	0	0	0
"HPRR4520044"	1	1	1	1	1	1	1	1	1	0	0.9976	0
"HPRR4520046"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4530049"	0.9985	0.9991	0.999	1	1	1	1	1	1	0	0	1
"HPRR4530051"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR4540014"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR500030"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR500083"	1	1	1	1	1	1	1	1	1	0.9966	1	1
"HPRR540010"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR540013"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR590037"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR640048"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR650006"	1	1	1	0	0	0	1	1	1	0	0	0
"HPRR650016"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR670080"	1	1	1	1	1	1	1	1	1	0	0	0
"HPRR670317"	1	1	1	1	1	1	1	1	1	0	1	0
"HPRR680239"	1	1	1	1	1	1	1	1	1	0	0	0
