"PEP"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"	"C1"	"C2"	"C3"	"D1"	"D2"	"D3"
"HPRR4310009"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310011"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310018"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310022"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310024"	0.922	0	0.6637	0.8846	0.9999	1	0.9847	0.9962	0.9788	0	0	0
"HPRR4310025"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310027"	0.2514	0.3245	0	0	0	0	0	0	0	0	0	0
"HPRR4310028"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310032"	0	0	0	0	0	0	0	0	0	0	0.5639	0
"HPRR4310037"	0	0	0	0	0	0	0.3294	0	0	0	0	0
"HPRR4310038"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310045"	0	0	0	0	0	0.5899	0	0	0	0	0	0
"HPRR4310047"	0.904	0	0	0	0	0	0.6771	0	0	0.914	0	0
"HPRR4310055"	0.9955	0	0	0.6416	0	0	0	0	0	0	0	0
"HPRR4310056"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310063"	1	1	1	1	1	1	0	0	0	0	1	0
"HPRR4310066"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320002"	0	0	0	0	0	0	0.2633	0	0	0	0	0
"HPRR4320004"	0.3422	0	0.3118	0	0	0	0	0	0	0	0	0
"HPRR4320005"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320007"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320008"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320010"	0.9965	0	0	0.9512	0	0.2002	0	0	0	0	0	0
"HPRR4320014"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320016"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320018"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320022"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320025"	0	0	0	0	0	0	0.4281	0	0	0	0	0
"HPRR4320026"	0.5776	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320027"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320033"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320035"	0	0	0.6447	0	0	0.8483	0	0	0	0	0	0
"HPRR4320036"	0	0.4657	0.2097	0.9065	0.8229	0	0	0.2059	0.2236	0	0	0
"HPRR4320037"	0	0	0	0	0.4136	0	0	0	0	0	0	0
"HPRR4320039"	0	0	0	0.6322	0	0.7467	0	0	0	0	0	0
"HPRR4320040"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320042"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320043"	0	0	0	0.2188	0.6614	0	0.9898	0.8918	0	0	0	0
"HPRR4320044"	0	0	0	0	0	0.7278	0	0	0	0	0	0
"HPRR4320045"	0	0.9962	0	0	0	0	0	0	0.3778	0	0	0
"HPRR4320046"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320047"	0	0	0	0.2831	0	0	0	0	0	0	0	0
"HPRR4320048"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320049"	0	0	0	0.3324	0	0	0	0	0	0	0	0
"HPRR4320050"	0	0	0	0.8975	0	0	0	0	0	0	0	0
"HPRR4320051"	0	0	0	0	0.4997	0	0	0	0	0	0	0
"HPRR4320053"	0.9501	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320057"	0.9583	0	0	0.9899	0	0	0	0	0	0	0	0
"HPRR4320058"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320060"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320061"	0	0	0	0.7664	0	0	0	0	0	0	0	0
"HPRR4320063"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320064"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320066"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320068"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320069"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320071"	0	0	0	0.4493	0	0	0	0	0	0	0	0
"HPRR4320073"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320074"	0.9931	0	0.6107	0.9746	0	0	0	0	0.8842	0	0	0
"HPRR4320075"	0	0	0	0.6975	0.3448	0	0	0	0	0	0	0
"HPRR4320076"	0	0	0	0	0	0.9014	0	0	0	0	0	0
"HPRR4320078"	0	0	0	0	0	0.4087	0	0	0	0	0	0
"HPRR4320080"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320081"	0	0	0	0	0.3881	0	0	0	0	0	0	0
"HPRR4320083"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320084"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320085"	0.3105	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320086"	0	0	0	0.4321	0.9517	0.6915	0	0	0	0	0	0
"HPRR4320087"	0	0	0	0.8535	0	0	0	0	0	0	0	0
"HPRR4320088"	0	0	0	0	0	0	0.9633	0	0	0	0	0
"HPRR4320091"	0	0	0	0	0	0	0	0.6256	0	0	0	0
"HPRR4320092"	0	0	0	0	0	0	0	0.2577	0	0	0	0
"HPRR4320093"	0	0	0	0	0.898	0	0	0.9951	0	0	0	0
"HPRR4320094"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320095"	0	0	0	0	0.3476	0	0	0	0	0	0	0
"HPRR4320097"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320098"	0	0	0	0	0	0	0.2167	0	0	0	0	0
"HPRR4320100"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320101"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320102"	0.7827	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320103"	0	0	0.9979	0.9249	0.341	0	0.76	0	0	0	0	0
"HPRR4320106"	0.9534	0	0	0	0.486	0.5031	0	0	0	0	0	0
"HPRR4320107"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320118"	0	0.9861	0	0	0.2706	0	0	0	0	0	0	0
"HPRR4320119"	0	0	0	0	0	0.7022	0	0	0	0	0	0
"HPRR4320121"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320122"	0	0	0	0	0	0	0	0	0.9724	0	0	0
"HPRR4320123"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4320124"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320125"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320126"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320127"	0	0	0	0.9954	0.9208	0.7634	0	0	0	0	0	0
"HPRR4320129"	0	0	0	0.9841	0	0.9903	0	0	0	0	0	0
"HPRR4320130"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320131"	0	0	0	0.9967	0	0	0	0	0	0	0	0
"HPRR4320132"	0	0	0.5221	0	0	0	0.9963	0	0	0	0	0
"HPRR4320133"	0.8703	0	0	0	0.4411	0	0	0	0	0	0	0
"HPRR4320134"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320135"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320136"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320137"	0	0	0	0.2493	0	0	0	0	0	0	0	0
"HPRR4320138"	0	0	0.2951	0	0	0.8585	0.3536	0	0	0	0	0
"HPRR4320140"	0	0	0	0	0	0.9966	0	0	0	0	0	0
"HPRR4320141"	0	0	0	0.9906	0	0	0	0	0	0	0	0
"HPRR4320145"	0	0	0	0	0	0	0.3895	0	0.7048	0	0	0
"HPRR4320146"	0	0	0	0.9967	0	0.9966	0	0.9484	0.93	0	0	0.967
"HPRR4320148"	0.6439	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320149"	0	0.6931	0	0	0	0.2244	0	0	0	0	0	0
"HPRR4320152"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320155"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320158"	0	0	0.5452	0	0	0	0	0	0	0	0	0
"HPRR4320159"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320161"	0	0	0	0	0	0	0	0	0	0.3838	0	0
"HPRR4320162"	0	0	0	0.8329	0	0	0	0	0	0	0	0
"HPRR4320163"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320165"	0.9893	0.2911	0	0	0	0.392	0	0	0	0	0	0
"HPRR4320168"	0	0	0	0	0.6917	0	0	0.4323	0	0	0	0
"HPRR4320172"	0.2673	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320173"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320177"	0	0	0	0	0	0	0	0.2433	0	0	0	0
"HPRR4320178"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320183"	0	0	0	0	0.3239	0	0	0	0	0	0	0
"HPRR4320184"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320186"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320187"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320188"	0	0.985	0.9952	0	0	0	0	0	0	0	0	0
"HPRR4320191"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320192"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320193"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320195"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320196"	0	0	0	0	0	0	0	0	0	0	0.9074	0
"HPRR4320198"	0	0	0.5904	0	0	0	0	0	0	0	0	0
"HPRR4320200"	0	0.4858	0	0	0	0	0	0	0	0	0	0
"HPRR4320201"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320202"	0	0	0.293	0	0.7595	0	0	0	0	0	0	0.4927
"HPRR4320204"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320206"	0.9965	0	0	0	0	0	0.4885	0	0	0	0	0
"HPRR4320207"	0	0	0.3087	0	0	0	0.9959	0.9759	0.664	0	0	0
"HPRR4320210"	0	0	0.6741	0	0	0	0	0	0	0	0	0
"HPRR4320215"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320217"	0	0	0	0	0.712	0	0	0	0	0	0	0
"HPRR4320219"	0	0	0	0	0.5406	0	0	0	0	0	0	0
"HPRR4320220"	0	0	0	0	0	0	0	0	0	0	0.2688	0
"HPRR4320221"	0.973	0	0	0	0.5196	0	0.9725	0	0.2231	0	0	0
"HPRR4320222"	0	0	0	0	0.2644	0	0	0	0.2578	0	0	0
"HPRR4320223"	0	0.9168	0.975	0	0.3468	0	0	0	0.9757	0	0	0
"HPRR4320224"	0	0	0	0	0	0.9957	0	0	0	0	0	0
"HPRR4320233"	0	0	0	0.3249	0	0	0	0	0	0	0	0
"HPRR4320234"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320235"	0	0	0	0	0	0	0	0	0.484	0	0	0
"HPRR4320236"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320237"	0.2552	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320238"	0.9885	0	0	0.7295	0.9968	0	0.9606	0	0.9681	0	0	0
"HPRR4320240"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320242"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320243"	0	0	0	0	0	0.3241	0	0	0	0	0	0
"HPRR4320245"	0	0	0	0	0	0.2935	0	0	0	0	0	0
"HPRR4320246"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320247"	0	0	0	0	0	0.2156	0	0	0	0	0	0
"HPRR4320251"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320252"	0.9995	0.5247	0.6271	0	0	0	0.7172	0.9925	0.9046	0	0	0
"HPRR4320253"	0	0	0	0	0	0	0	0	0	0	0	0.7402
"HPRR4320254"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320255"	0	0	0	0	0.9027	0.4542	0	0	0	0	0	0
"HPRR4320257"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320259"	0	0	0.3737	0.9867	0	0	0	0	0	0	0	0
"HPRR4320262"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320263"	0.9952	0.9869	0	0	0	0	0	0	0	0	0	0
"HPRR4320268"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320269"	0	0	0	0	0.9686	0	0	0	0	0	0	0
"HPRR4320270"	0	0	0	0	0.4499	0	0	0	0	0	0	0
"HPRR4320272"	0	0	0.901	0	0	0	0	0	0.231	0	0	0
"HPRR4320277"	0	0	0	0	0	0.7917	0	0	0	0	0	0
"HPRR4320279"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320280"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320281"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320282"	0.9914	0	0.9901	0.9967	0.9968	0	0	0	0	0	0	0
"HPRR4320283"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320284"	0	0	0	0	0.2022	0	0	0	0	0.5831	0.3022	0
"HPRR4320285"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320286"	0.2549	0	0.7995	0.9893	0	0.2089	0	0	0	0	0	0
"HPRR4320287"	0	0.9626	0	0	0	0	0.9732	0	0	0	0	0
"HPRR4320291"	0	0	0	0	0	0	0	0.2385	0	0	0	0
"HPRR4320292"	0	0	0	0	0	0.9885	0	0	0	0	0	0
"HPRR4320293"	0.3605	0	0	0	0	0	0	0.438	0	0	0	0
"HPRR4320294"	0	0	0.7151	0	0	0	0	0	0	0	0	0
"HPRR4320295"	0	0	0	0.2031	0	0	0	0	0.2308	0	0	0
"HPRR4320297"	0	0	0.5213	0	0	0.9115	0	0	0	0	0	0
"HPRR4320299"	0.4972	0.3417	0.5311	0	0	0	0.8887	0.9077	0	0	0	0
"HPRR4320300"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320301"	0	0	0	0	0	0	0	0	0	0	0	0.9949
"HPRR4320305"	0	0	0	0.9967	0.9968	0	0	0	0.4843	0	0	0
"HPRR4320308"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320309"	0	0	0	0	0	0	0	0	0.4214	0	0	0
"HPRR4320311"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320313"	0.4372	0	0	0.3218	0	0	0	0	0	0	0	0
"HPRR4320316"	0	0	0	0	0.3557	0	0	0	0	0	0	0
"HPRR4320317"	0.9924	0	0	0.9605	0	0.9806	0	0	0	0	0	0
"HPRR4320319"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320321"	0	0	0	0	0.9968	0	0	0.9944	0	0	0	0
"HPRR4320322"	0	0.942	0.7411	0.3795	0	0	0	0	0	0	0	0
"HPRR4320323"	0.3941	0.2197	0	0	0	0	0.9935	0	0.6631	0	0	0
"HPRR4320324"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320325"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320327"	0	0	0	0.3861	0	0	0	0	0	0	0	0
"HPRR4320331"	0.3983	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320332"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320333"	0	0	0	0	0.3384	0	0	0	0	0	0	0
"HPRR4320334"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320336"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320337"	0	0	0	0	0.9326	0	0	0	0	0	0	0
"HPRR4320339"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320340"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320343"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320345"	0	0	0	0	0	0	0	0.2686	0	0	0	0
"HPRR4320346"	0	0	0	0	0.3822	0	0	0	0	0	0	0
"HPRR4320349"	0	0	0.3053	0	0	0	0	0	0	0	0	0
"HPRR4320350"	0	0	0	0.2771	0	0.6334	0	0	0	0	0	0
"HPRR4320352"	0	0	0	0	0	0	0	0.411	0	0	0	0
"HPRR4320356"	0	0	0	0	0	0.5711	0	0	0	0	0	0
"HPRR4320358"	0	0	0	0.3494	0.9968	0	0	0	0	0	0	0.2885
"HPRR4320362"	0	0	0	0.244	0	0	0	0	0	0	0	0
"HPRR4320364"	0	0	0	0	0	0	0	0	0.3163	0	0	0
"HPRR4320365"	0	0	0	0.4252	0	0	0	0	0	0	0	0
"HPRR4320368"	0.266	0.804	0	0	0	0	0.9963	0	0	0	0	0
"HPRR4320369"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320370"	0	0.9379	0	0	0.4233	0	0	0	0	0	0	0
"HPRR4320371"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320375"	0	0	0	0.3515	0	0	0	0	0	0	0	0
"HPRR4320376"	0	0.2033	0	0.5015	0	0	0.7615	0.9962	0.4755	0	0	0
"HPRR4320377"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320378"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320379"	0	0	0	0	0	0	0	0	0.6559	0	0	0
"HPRR4320381"	1	1	1	1	1	0	0	0	0	0	0	0
"HPRR4320382"	0.2923	0	0	0	0.9397	0.3784	0	0	0	0	0	0
"HPRR4320384"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320385"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320388"	0	0	0	0.9698	0	0.9899	0	0	0	0	0	0
"HPRR4320390"	0	0	0	1	0	0	0	0	0	0	0	0
"HPRR4320392"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320393"	0	0.9256	0.4986	0.9854	0	0	0	0	0	0	0	0
"HPRR4320395"	0	0	0	0.9816	0	0	0	0	0.9392	0	0	0
"HPRR4320396"	0	0	0	0	0.3846	0	0	0	0	0	0	0.787
"HPRR4320397"	0	0	0	0.9547	0	0	0	0	0.23	0	0	0
"HPRR4320398"	0.4158	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320399"	0	0.9296	0	0.9909	0	0	0.8828	0	0.9562	0	0	0
"HPRR4320401"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320403"	0	0	0	0	0	0	0.9654	0	0	0	0	0
"HPRR4320404"	0.9876	0	0.3509	0	0.9965	0	0	0.4079	0	0	0	0
"HPRR4320407"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320411"	0	0	0	0	0	0.2054	0	0	0	0	0	0
"HPRR4320412"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320413"	0	0	0	0	0	0	0	0.8979	0.9878	0	0	0
"HPRR4320416"	0.3405	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320417"	1	1	1	1	1	1	0	0	0	0	0.9955	0
"HPRR4320420"	0	0.9958	0.996	0	0	0.604	0	0	0	0	0	0
"HPRR4320421"	0	0	0	0	0.9692	0	0	0	0	0.9663	0	0
"HPRR4320422"	0	0	0	0.2461	0	0	0	0	0	0	0	0
"HPRR4320423"	0	0	0.3118	0	0	0	0	0	0	0	0	0
"HPRR4320425"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320428"	0.9829	0.9839	0.8763	0.987	0.993	0.9562	0	0	0	0	0	0
"HPRR4320429"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320431"	0.2762	0	0	0	0	0	0.9963	0.8251	0	0	0	0
"HPRR4320432"	0	0	0.996	0	0	0	0	0	0	0	0	0
"HPRR4320433"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320434"	0	0	0	0.7027	0	0	0	0	0.5073	0	0	0
"HPRR4320439"	0.991	0	0	0	0	0	0	0	0	0	0.8109	0
"HPRR4320445"	0	0.2891	0	0	0	0	0	0	0	0	0	0
"HPRR4320446"	0	0	0.7471	0	0	0.4949	0	0	0	0	0	0
"HPRR4320450"	0.9945	0.2843	0	0.9664	0	0.9208	0	0	0	0	0	0
"HPRR4320451"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320454"	0	0	0	0	0	0	0.9269	0	0	0	0	0
"HPRR4320455"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320457"	0	0	0	0	0	0	0	0	0.9733	0	0	0
"HPRR4320460"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320461"	0.3229	0	0	0.3126	0	0.8886	0	0	0	0	0	0
"HPRR4320463"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320464"	0.3328	0	0	0	0	0	0	0.9411	0	0	0	0
"HPRR4320465"	0	0	0	0	0.4124	0	0	0	0	0	0	0
"HPRR4320466"	0	0	0	0	0	0.3063	0	0.9921	0	0	0	0
"HPRR4320468"	0.7116	0.873	0.9167	0.9112	0	0.5821	0	0.9991	0	0	0	0
"HPRR4320470"	0	0	0.7043	0	0	0.2587	0	0	0	0	0	0
"HPRR4320471"	0	0	0.8156	0	0	0	0	0	0	0	0	0
"HPRR4320475"	0	0	0	0.5907	0	0	0	0	0	0	0	0
"HPRR4320477"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320480"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320481"	0	0.672	0	0	0	0	0	0	0	0	0	0
"HPRR4320485"	0	0	0	0	0.7205	0	0	0	0	0	0	0
"HPRR4320490"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320491"	0.9962	0	0	0	0.9968	0	0	0	0	0	0	0
"HPRR4320496"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320499"	0	0	0.8943	0	0	0	0	0	0	0	0	0
"HPRR4320501"	0	0	0	0	0	0	0	0	0	0.2932	0	0
"HPRR4320502"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320503"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320505"	0	0.8805	0	0	0.4435	0	0	0	0	0	0	0
"HPRR4320506"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320507"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320509"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320513"	0	0	0	0.2885	0	0.9842	0	0.2047	0	0	0	0
"HPRR4320514"	0	0.2547	0	0	0	0	0	0	0	0	0	0
"HPRR4320515"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320520"	0	0	0	0.9967	0.9877	0.8126	0.4343	0.9914	0	0	0	0
"HPRR4320523"	0	0	0	0.4308	0	0	0	0.9719	0	0	0	0
"HPRR4320524"	0	0	0	0	0	0	0	0	0	0	0	0.583
"HPRR4320525"	0.5451	0.2269	0.3187	0	0	0	0.5069	0	0	0	0	0
"HPRR4320526"	0	0	0	0.3269	0	0	0	0	0	0	0	0
"HPRR4320528"	0	0	0	0	0	0	0.6698	0	0	0	0	0
"HPRR4320529"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320531"	0.3983	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320532"	0	0	0	0	0.2663	0	0	0	0	0	0	0
"HPRR4320536"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320543"	0	0.9839	0	0	0	0	0.9963	0	0	0	0	0
"HPRR4320544"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320547"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320550"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320551"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320554"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320555"	0	0	0	0	0	0	0	0.9962	0	0	0	0
"HPRR4320556"	0.6037	0	0	0.7393	0	0	0	0	0.842	0	0	0
"HPRR4320559"	0	0	0.2404	0	0	0	0	0	0	0	0	0
"HPRR4320560"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320562"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320564"	0	0	0	0	0	0.232	0	0	0	0	0	0
"HPRR4320565"	0	0	0	0	0	0.9909	0	0	0	0	0	0
"HPRR4320566"	0	0	0	0	0.8137	0	0	0	0	0	0	0
"HPRR4320567"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320570"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320571"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320573"	0	0.9928	0	0	0	0	0	0	0.6101	0	0	0
"HPRR4320575"	0	0.5514	0	0	0	0	0	0	0	0	0	0
"HPRR4320577"	0	0	0	0	0.2895	0	0	0	0	0	0	0
"HPRR4320581"	0.9965	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320583"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320584"	0	0	0.7805	0	0.5076	0	0	0	0	0	0	0
"HPRR4320586"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320587"	0	0.5373	0	0	0	0	0	0	0	0	0	0
"HPRR4320589"	0.2083	0	0	0	0.7059	0	0	0.7577	0	0	0	0
"HPRR4320590"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320592"	0.9934	0.9997	0.917	0.9346	0.9968	0.9966	0	0	0	0	0	0
"HPRR4320596"	0	0.5638	0	0	0	0	0	0	0	0	0	0
"HPRR4320597"	0	0	0.6411	0	0	0	0	0.3991	0	0	0	0
"HPRR4320598"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320599"	0.3685	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320600"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320602"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320603"	0	0.3087	0	0	0	0	0	0	0	0	0	0
"HPRR4320605"	0.9718	0	0	0	0	0	0.2286	0.994	0	0	0	0
"HPRR4320606"	0	0	0	0	0	0.6882	0	0	0	0	0	0
"HPRR4320607"	0	0	0	0.9958	0	0	0	0	0	0	0	0
"HPRR4320608"	0	0	0	0	0	0	0	0	0	0.3069	0	0
"HPRR4320610"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320611"	0.6667	0	0	0.9967	0	0	0	0	0	0	0	0
"HPRR4320612"	0.8856	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320613"	0	0	0	0	0.5191	0	0	0	0	0	0	0
"HPRR4320614"	0	0.3521	0	0	0	0	0	0	0	0	0	0
"HPRR4320615"	0.9994	0.9989	0.998	0	0	0.999	0	0	0	0	0	0
"HPRR4320616"	0.7633	0.8246	0.2076	0	0.2226	0	0	0	0	0	0	0
"HPRR4320617"	0	0	0	0	0	0	0.4881	0	0	0	0	0
"HPRR4320619"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320623"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320626"	0	0	0	0	0	0	0	0	0.9956	0	0	0
"HPRR4320627"	0	0	0	0	0	0	0	0.5358	0	0	0	0
"HPRR4320629"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320632"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320633"	0	0.9582	0	0	0.2176	0.9975	0.9843	0.9962	0	0	0.995	0
"HPRR4320634"	0	0	0	0	0	0	0.8696	0	0	0	0	0
"HPRR4320641"	0	0	0	0	0.7939	0	0	0	0	0	0	0
"HPRR4320642"	0	0	0.2003	0.8937	0	0	0.9963	0	0	0	0	0
"HPRR4320643"	0	0	0	0	0	0.9978	0	0	0	0	0	0
"HPRR4320648"	0	0	0	0	0.7265	0	0	0	0	0	0	0
"HPRR4320649"	0.2151	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320651"	0	0	0	0	0	0	0	0	0	0	0	0
